"TIME","GEO","HHTYP","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2007","Luxembourg","Total","Median equivalised net income","National currency","29,892",""
"2007","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","26,847",""
"2007","Hungary","Total","Median equivalised net income","Euro","3,936",""
"2007","Hungary","Total","Median equivalised net income","National currency","1,040,000",""
"2007","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)","6,490",""
"2007","Malta","Total","Median equivalised net income","Euro","9,304",""
"2007","Malta","Total","Median equivalised net income","National currency","9,304",""
"2007","Malta","Total","Median equivalised net income","Purchasing power standard (PPS)","12,442",""
"2007","Netherlands","Total","Median equivalised net income","Euro","18,244",""
"2007","Netherlands","Total","Median equivalised net income","National currency","18,244",""
"2007","Netherlands","Total","Median equivalised net income","Purchasing power standard (PPS)","17,538",""
"2007","Austria","Total","Median equivalised net income","Euro","18,156",""
"2007","Austria","Total","Median equivalised net income","National currency","18,156",""
"2007","Austria","Total","Median equivalised net income","Purchasing power standard (PPS)","17,810",""
"2007","Poland","Total","Median equivalised net income","Euro","3,502",""
"2007","Poland","Total","Median equivalised net income","National currency","13,645",""
"2007","Poland","Total","Median equivalised net income","Purchasing power standard (PPS)","5,609",""
"2007","Portugal","Total","Median equivalised net income","Euro","7,576",""
"2007","Portugal","Total","Median equivalised net income","National currency","7,576",""
"2007","Portugal","Total","Median equivalised net income","Purchasing power standard (PPS)","8,919",""
"2007","Romania","Total","Median equivalised net income","Euro","1,604",""
"2007","Romania","Total","Median equivalised net income","National currency","5,655",""
"2007","Romania","Total","Median equivalised net income","Purchasing power standard (PPS)","2,783",""
"2007","Slovenia","Total","Median equivalised net income","Euro","9,907",""
"2007","Slovenia","Total","Median equivalised net income","National currency","9,907",""
"2007","Slovenia","Total","Median equivalised net income","Purchasing power standard (PPS)","12,922",""
"2007","Slovakia","Total","Median equivalised net income","Euro","3,970",""
"2007","Slovakia","Total","Median equivalised net income","National currency","147,817",""
"2007","Slovakia","Total","Median equivalised net income","Purchasing power standard (PPS)","5,606",""
"2007","Finland","Total","Median equivalised net income","Euro","18,703",""
"2007","Finland","Total","Median equivalised net income","National currency","18,703",""
"2007","Finland","Total","Median equivalised net income","Purchasing power standard (PPS)","15,241",""
"2007","Sweden","Total","Median equivalised net income","Euro","18,848",""
"2007","Sweden","Total","Median equivalised net income","National currency","174,428",""
"2007","Sweden","Total","Median equivalised net income","Purchasing power standard (PPS)","15,911",""
"2007","United Kingdom","Total","Median equivalised net income","Euro","21,139",""
"2007","United Kingdom","Total","Median equivalised net income","National currency","14,466",""
"2007","United Kingdom","Total","Median equivalised net income","Purchasing power standard (PPS)","18,774",""
"2007","Iceland","Total","Median equivalised net income","Euro","28,778",""
"2007","Iceland","Total","Median equivalised net income","National currency","2,525,597",""
"2007","Iceland","Total","Median equivalised net income","Purchasing power standard (PPS)","19,893",""
"2007","Norway","Total","Median equivalised net income","Euro","28,930",""
"2007","Norway","Total","Median equivalised net income","National currency","232,809",""
"2007","Norway","Total","Median equivalised net income","Purchasing power standard (PPS)","20,700",""
"2007","Switzerland","Total","Median equivalised net income","Euro","27,601",""
"2007","Switzerland","Total","Median equivalised net income","National currency","43,414",""
"2007","Switzerland","Total","Median equivalised net income","Purchasing power standard (PPS)","20,504",""
"2007","Montenegro","Total","Median equivalised net income","Euro",":",""
"2007","Montenegro","Total","Median equivalised net income","National currency",":",""
"2007","Montenegro","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2007","North Macedonia","Total","Median equivalised net income","Euro",":",""
"2007","North Macedonia","Total","Median equivalised net income","National currency",":",""
"2007","North Macedonia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2007","Serbia","Total","Median equivalised net income","Euro",":",""
"2007","Serbia","Total","Median equivalised net income","National currency",":",""
"2007","Serbia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2007","Turkey","Total","Median equivalised net income","Euro","2,693",""
"2007","Turkey","Total","Median equivalised net income","National currency","4,872",""
"2007","Turkey","Total","Median equivalised net income","Purchasing power standard (PPS)","4,054",""
"2008","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Euro","14,599","e"
"2008","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","National currency",":",""
"2008","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Euro",":",""
"2008","European Union - 27 countries (from 2020)","Total","Median equivalised net income","National currency",":",""
"2008","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Euro",":",""
"2008","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","National currency",":",""
"2008","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Euro","14,599",""
"2008","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","National currency",":",""
"2008","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Euro",":",""
"2008","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","National currency",":",""
"2008","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Euro","16,826","e"
"2008","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","National currency",":",""
"2008","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Euro","16,378",""
"2008","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","National currency",":",""
"2008","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","Euro area - 18 countries (2014)","Total","Median equivalised net income","Euro","16,499",""
"2008","Euro area - 18 countries (2014)","Total","Median equivalised net income","National currency",":",""
"2008","Euro area - 18 countries (2014)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","Belgium","Total","Median equivalised net income","Euro","17,993",""
"2008","Belgium","Total","Median equivalised net income","National currency","17,993",""
"2008","Belgium","Total","Median equivalised net income","Purchasing power standard (PPS)","16,751",""
"2008","Bulgaria","Total","Median equivalised net income","Euro","2,180",""
"2008","Bulgaria","Total","Median equivalised net income","National currency","4,263",""
"2008","Bulgaria","Total","Median equivalised net income","Purchasing power standard (PPS)","4,783",""
"2008","Czechia","Total","Median equivalised net income","Euro","6,068",""
"2008","Czechia","Total","Median equivalised net income","National currency","168,472",""
"2008","Czechia","Total","Median equivalised net income","Purchasing power standard (PPS)","9,725",""
"2008","Denmark","Total","Median equivalised net income","Euro","24,154",""
"2008","Denmark","Total","Median equivalised net income","National currency","179,961",""
"2008","Denmark","Total","Median equivalised net income","Purchasing power standard (PPS)","17,596",""
"2008","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Euro","18,304",""
"2008","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","National currency","18,304",""
"2008","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Purchasing power standard (PPS)","18,002",""
"2008","Estonia","Total","Median equivalised net income","Euro","5,541",""
"2008","Estonia","Total","Median equivalised net income","National currency","5,541",""
"2008","Estonia","Total","Median equivalised net income","Purchasing power standard (PPS)","7,556",""
"2008","Ireland","Total","Median equivalised net income","Euro","22,995",""
"2008","Ireland","Total","Median equivalised net income","National currency","22,995",""
"2008","Ireland","Total","Median equivalised net income","Purchasing power standard (PPS)","18,169",""
"2008","Greece","Total","Median equivalised net income","Euro","10,800",""
"2008","Greece","Total","Median equivalised net income","National currency","10,800",""
"2008","Greece","Total","Median equivalised net income","Purchasing power standard (PPS)","12,032",""
"2008","Spain","Total","Median equivalised net income","Euro","13,963","b"
"2008","Spain","Total","Median equivalised net income","National currency","13,963","b"
"2008","Spain","Total","Median equivalised net income","Purchasing power standard (PPS)","15,040","b"
"2008","France","Total","Median equivalised net income","Euro","18,899",""
"2008","France","Total","Median equivalised net income","National currency","18,899",""
"2008","France","Total","Median equivalised net income","Purchasing power standard (PPS)","17,493",""
"2008","Croatia","Total","Median equivalised net income","Euro",":",""
"2008","Croatia","Total","Median equivalised net income","National currency",":",""
"2008","Croatia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","Italy","Total","Median equivalised net income","Euro","15,640",""
"2008","Italy","Total","Median equivalised net income","National currency","15,640",""
"2008","Italy","Total","Median equivalised net income","Purchasing power standard (PPS)","15,263",""
"2008","Cyprus","Total","Median equivalised net income","Euro","16,024","b"
"2008","Cyprus","Total","Median equivalised net income","National currency","9,336","b"
"2008","Cyprus","Total","Median equivalised net income","Purchasing power standard (PPS)","18,241","b"
"2008","Latvia","Total","Median equivalised net income","Euro","4,727",""
"2008","Latvia","Total","Median equivalised net income","National currency","4,727",""
"2008","Latvia","Total","Median equivalised net income","Purchasing power standard (PPS)","7,119",""
"2008","Lithuania","Total","Median equivalised net income","Euro","4,110",""
"2008","Lithuania","Total","Median equivalised net income","National currency","14,191",""
"2008","Lithuania","Total","Median equivalised net income","Purchasing power standard (PPS)","6,850",""
"2008","Luxembourg","Total","Median equivalised net income","Euro","30,917",""
"2008","Luxembourg","Total","Median equivalised net income","National currency","30,917",""
"2008","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","26,943",""
"2008","Hungary","Total","Median equivalised net income","Euro","4,400",""
"2008","Hungary","Total","Median equivalised net income","National currency","1,105,926",""
"2008","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)","6,597",""
"2008","Malta","Total","Median equivalised net income","Euro","10,009",""
"2008","Malta","Total","Median equivalised net income","National currency","10,009",""
"2008","Malta","Total","Median equivalised net income","Purchasing power standard (PPS)","13,264",""
"2008","Netherlands","Total","Median equivalised net income","Euro","19,522",""
"2008","Netherlands","Total","Median equivalised net income","National currency","19,522",""
"2008","Netherlands","Total","Median equivalised net income","Purchasing power standard (PPS)","19,142",""
"2008","Austria","Total","Median equivalised net income","Euro","19,413","b"
"2008","Austria","Total","Median equivalised net income","National currency","19,413","b"
"2008","Austria","Total","Median equivalised net income","Purchasing power standard (PPS)","18,932","b"
"2008","Poland","Total","Median equivalised net income","Euro","4,154",""
"2008","Poland","Total","Median equivalised net income","National currency","15,718",""
"2008","Poland","Total","Median equivalised net income","Purchasing power standard (PPS)","6,731",""
"2008","Portugal","Total","Median equivalised net income","Euro","8,152",""
"2008","Portugal","Total","Median equivalised net income","National currency","8,152",""
"2008","Portugal","Total","Median equivalised net income","Purchasing power standard (PPS)","9,514",""
"2008","Romania","Total","Median equivalised net income","Euro","1,954",""
"2008","Romania","Total","Median equivalised net income","National currency","6,518",""
"2008","Romania","Total","Median equivalised net income","Purchasing power standard (PPS)","3,066",""
"2008","Slovenia","Total","Median equivalised net income","Euro","10,893",""
"2008","Slovenia","Total","Median equivalised net income","National currency","10,893",""
"2008","Slovenia","Total","Median equivalised net income","Purchasing power standard (PPS)","13,812",""
"2008","Slovakia","Total","Median equivalised net income","Euro","4,791",""
"2008","Slovakia","Total","Median equivalised net income","National currency","161,816",""
"2008","Slovakia","Total","Median equivalised net income","Purchasing power standard (PPS)","6,761",""
"2008","Finland","Total","Median equivalised net income","Euro","19,794",""
"2008","Finland","Total","Median equivalised net income","National currency","19,794",""
"2008","Finland","Total","Median equivalised net income","Purchasing power standard (PPS)","16,556",""
"2008","Sweden","Total","Median equivalised net income","Euro","20,223","b"
"2008","Sweden","Total","Median equivalised net income","National currency","187,061","b"
"2008","Sweden","Total","Median equivalised net income","Purchasing power standard (PPS)","17,496","b"
"2008","United Kingdom","Total","Median equivalised net income","Euro","18,766",""
"2008","United Kingdom","Total","Median equivalised net income","National currency","14,943",""
"2008","United Kingdom","Total","Median equivalised net income","Purchasing power standard (PPS)","18,389",""
"2008","Iceland","Total","Median equivalised net income","Euro","32,154",""
"2008","Iceland","Total","Median equivalised net income","National currency","2,817,667",""
"2008","Iceland","Total","Median equivalised net income","Purchasing power standard (PPS)","21,596",""
"2008","Norway","Total","Median equivalised net income","Euro","31,787",""
"2008","Norway","Total","Median equivalised net income","National currency","254,818",""
"2008","Norway","Total","Median equivalised net income","Purchasing power standard (PPS)","23,123",""
"2008","Switzerland","Total","Median equivalised net income","Euro","26,942",""
"2008","Switzerland","Total","Median equivalised net income","National currency","44,258",""
"2008","Switzerland","Total","Median equivalised net income","Purchasing power standard (PPS)","21,547",""
"2008","Montenegro","Total","Median equivalised net income","Euro",":",""
"2008","Montenegro","Total","Median equivalised net income","National currency",":",""
"2008","Montenegro","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","North Macedonia","Total","Median equivalised net income","Euro",":",""
"2008","North Macedonia","Total","Median equivalised net income","National currency",":",""
"2008","North Macedonia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","Serbia","Total","Median equivalised net income","Euro",":",""
"2008","Serbia","Total","Median equivalised net income","National currency",":",""
"2008","Serbia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2008","Turkey","Total","Median equivalised net income","Euro","2,903",""
"2008","Turkey","Total","Median equivalised net income","National currency","5,187",""
"2008","Turkey","Total","Median equivalised net income","Purchasing power standard (PPS)","4,143",""
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Euro","14,802","e"
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","National currency",":",""
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Euro",":",""
"2009","European Union - 27 countries (from 2020)","Total","Median equivalised net income","National currency",":",""
"2009","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Euro",":",""
"2009","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","National currency",":",""
"2009","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Euro","14,802",""
"2009","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","National currency",":",""
"2009","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Euro",":",""
"2009","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","National currency",":",""
"2009","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Euro","17,110","e"
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","National currency",":",""
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Euro","16,870",""
"2009","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","National currency",":",""
"2009","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Euro area - 18 countries (2014)","Total","Median equivalised net income","Euro","16,989",""
"2009","Euro area - 18 countries (2014)","Total","Median equivalised net income","National currency",":",""
"2009","Euro area - 18 countries (2014)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Belgium","Total","Median equivalised net income","Euro","19,309",""
"2009","Belgium","Total","Median equivalised net income","National currency","19,309",""
"2009","Belgium","Total","Median equivalised net income","Purchasing power standard (PPS)","17,487",""
"2009","Bulgaria","Total","Median equivalised net income","Euro","2,828",""
"2009","Bulgaria","Total","Median equivalised net income","National currency","5,530",""
"2009","Bulgaria","Total","Median equivalised net income","Purchasing power standard (PPS)","5,751",""
"2009","Czechia","Total","Median equivalised net income","Euro","7,295",""
"2009","Czechia","Total","Median equivalised net income","National currency","181,973",""
"2009","Czechia","Total","Median equivalised net income","Purchasing power standard (PPS)","10,104",""
"2009","Denmark","Total","Median equivalised net income","Euro","25,027",""
"2009","Denmark","Total","Median equivalised net income","National currency","186,604",""
"2009","Denmark","Total","Median equivalised net income","Purchasing power standard (PPS)","17,916",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Euro","18,586",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","National currency","18,586",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Purchasing power standard (PPS)","17,954",""
"2009","Estonia","Total","Median equivalised net income","Euro","6,209",""
"2009","Estonia","Total","Median equivalised net income","National currency","6,209",""
"2009","Estonia","Total","Median equivalised net income","Purchasing power standard (PPS)","8,101",""
"2009","Ireland","Total","Median equivalised net income","Euro","22,445",""
"2009","Ireland","Total","Median equivalised net income","National currency","22,445",""
"2009","Ireland","Total","Median equivalised net income","Purchasing power standard (PPS)","17,593",""
"2009","Greece","Total","Median equivalised net income","Euro","11,530",""
"2009","Greece","Total","Median equivalised net income","National currency","11,530",""
"2009","Greece","Total","Median equivalised net income","Purchasing power standard (PPS)","12,663",""
"2009","Spain","Total","Median equivalised net income","Euro","14,795",""
"2009","Spain","Total","Median equivalised net income","National currency","14,795",""
"2009","Spain","Total","Median equivalised net income","Purchasing power standard (PPS)","15,564",""
"2009","France","Total","Median equivalised net income","Euro","19,657",""
"2009","France","Total","Median equivalised net income","National currency","19,657",""
"2009","France","Total","Median equivalised net income","Purchasing power standard (PPS)","17,752",""
"2009","Croatia","Total","Median equivalised net income","Euro",":",""
"2009","Croatia","Total","Median equivalised net income","National currency",":",""
"2009","Croatia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Italy","Total","Median equivalised net income","Euro","15,605",""
"2009","Italy","Total","Median equivalised net income","National currency","15,605",""
"2009","Italy","Total","Median equivalised net income","Purchasing power standard (PPS)","15,233",""
"2009","Cyprus","Total","Median equivalised net income","Euro","16,451",""
"2009","Cyprus","Total","Median equivalised net income","National currency","16,451",""
"2009","Cyprus","Total","Median equivalised net income","Purchasing power standard (PPS)","18,761",""
"2009","Latvia","Total","Median equivalised net income","Euro","5,355",""
"2009","Latvia","Total","Median equivalised net income","National currency","5,355",""
"2009","Latvia","Total","Median equivalised net income","Purchasing power standard (PPS)","7,132",""
"2009","Lithuania","Total","Median equivalised net income","Euro","4,715",""
"2009","Lithuania","Total","Median equivalised net income","National currency","16,279",""
"2009","Lithuania","Total","Median equivalised net income","Purchasing power standard (PPS)","7,149",""
"2009","Luxembourg","Total","Median equivalised net income","Euro","31,764",""
"2009","Luxembourg","Total","Median equivalised net income","National currency","31,764",""
"2009","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","27,036",""
"2009","Hungary","Total","Median equivalised net income","Euro","4,739",""
"2009","Hungary","Total","Median equivalised net income","National currency","1,191,978",""
"2009","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)","6,836",""
"2009","Malta","Total","Median equivalised net income","Euro","10,503",""
"2009","Malta","Total","Median equivalised net income","National currency","10,503",""
"2009","Malta","Total","Median equivalised net income","Purchasing power standard (PPS)","13,576",""
"2009","Netherlands","Total","Median equivalised net income","Euro","20,156",""
"2009","Netherlands","Total","Median equivalised net income","National currency","20,156",""
"2009","Netherlands","Total","Median equivalised net income","Purchasing power standard (PPS)","19,227",""
"2009","Austria","Total","Median equivalised net income","Euro","20,469",""
"2009","Austria","Total","Median equivalised net income","National currency","20,469",""
"2009","Austria","Total","Median equivalised net income","Purchasing power standard (PPS)","19,472",""
"2009","Poland","Total","Median equivalised net income","Euro","5,090",""
"2009","Poland","Total","Median equivalised net income","National currency","17,878",""
"2009","Poland","Total","Median equivalised net income","Purchasing power standard (PPS)","7,366",""
"2009","Portugal","Total","Median equivalised net income","Euro","8,267",""
"2009","Portugal","Total","Median equivalised net income","National currency","8,267",""
"2009","Portugal","Total","Median equivalised net income","Purchasing power standard (PPS)","9,390",""
"2009","Romania","Total","Median equivalised net income","Euro","2,172",""
"2009","Romania","Total","Median equivalised net income","National currency","8,000",""
"2009","Romania","Total","Median equivalised net income","Purchasing power standard (PPS)","3,444",""
"2009","Slovenia","Total","Median equivalised net income","Euro","11,864",""
"2009","Slovenia","Total","Median equivalised net income","National currency","11,864",""
"2009","Slovenia","Total","Median equivalised net income","Purchasing power standard (PPS)","14,331",""
"2009","Slovakia","Total","Median equivalised net income","Euro","5,671",""
"2009","Slovakia","Total","Median equivalised net income","National currency","5,671",""
"2009","Slovakia","Total","Median equivalised net income","Purchasing power standard (PPS)","7,852",""
"2009","Finland","Total","Median equivalised net income","Euro","20,962",""
"2009","Finland","Total","Median equivalised net income","National currency","20,962",""
"2009","Finland","Total","Median equivalised net income","Purchasing power standard (PPS)","17,368",""
"2009","Sweden","Total","Median equivalised net income","Euro","20,477",""
"2009","Sweden","Total","Median equivalised net income","National currency","196,888",""
"2009","Sweden","Total","Median equivalised net income","Purchasing power standard (PPS)","18,142",""
"2009","United Kingdom","Total","Median equivalised net income","Euro","16,266",""
"2009","United Kingdom","Total","Median equivalised net income","National currency","14,492",""
"2009","United Kingdom","Total","Median equivalised net income","Purchasing power standard (PPS)","16,823",""
"2009","Iceland","Total","Median equivalised net income","Euro","22,360",""
"2009","Iceland","Total","Median equivalised net income","National currency","3,215,994",""
"2009","Iceland","Total","Median equivalised net income","Purchasing power standard (PPS)","21,567",""
"2009","Norway","Total","Median equivalised net income","Euro","33,733",""
"2009","Norway","Total","Median equivalised net income","National currency","277,408",""
"2009","Norway","Total","Median equivalised net income","Purchasing power standard (PPS)","24,134",""
"2009","Switzerland","Total","Median equivalised net income","Euro","28,984",""
"2009","Switzerland","Total","Median equivalised net income","National currency","46,009",""
"2009","Switzerland","Total","Median equivalised net income","Purchasing power standard (PPS)","22,553",""
"2009","Montenegro","Total","Median equivalised net income","Euro",":",""
"2009","Montenegro","Total","Median equivalised net income","National currency",":",""
"2009","Montenegro","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","North Macedonia","Total","Median equivalised net income","Euro",":",""
"2009","North Macedonia","Total","Median equivalised net income","National currency",":",""
"2009","North Macedonia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Serbia","Total","Median equivalised net income","Euro",":",""
"2009","Serbia","Total","Median equivalised net income","National currency",":",""
"2009","Serbia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Turkey","Total","Median equivalised net income","Euro","3,049",""
"2009","Turkey","Total","Median equivalised net income","National currency","5,813",""
"2009","Turkey","Total","Median equivalised net income","Purchasing power standard (PPS)","4,470",""
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Euro","14,863","e"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","National currency",":",""
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Euro","14,546","e"
"2010","European Union - 27 countries (from 2020)","Total","Median equivalised net income","National currency",":",""
"2010","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Euro","14,863",""
"2010","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","National currency",":",""
"2010","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Euro","14,941",""
"2010","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","National currency",":",""
"2010","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Euro",":",""
"2010","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","National currency",":",""
"2010","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Euro","17,299","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","National currency",":",""
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Euro","17,045",""
"2010","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","National currency",":",""
"2010","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Euro area - 18 countries (2014)","Total","Median equivalised net income","Euro","17,170",""
"2010","Euro area - 18 countries (2014)","Total","Median equivalised net income","National currency",":",""
"2010","Euro area - 18 countries (2014)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Belgium","Total","Median equivalised net income","Euro","19,458",""
"2010","Belgium","Total","Median equivalised net income","National currency","19,458",""
"2010","Belgium","Total","Median equivalised net income","Purchasing power standard (PPS)","17,326",""
"2010","Bulgaria","Total","Median equivalised net income","Euro","3,017",""
"2010","Bulgaria","Total","Median equivalised net income","National currency","5,900",""
"2010","Bulgaria","Total","Median equivalised net income","Purchasing power standard (PPS)","5,885",""
"2010","Czechia","Total","Median equivalised net income","Euro","7,058",""
"2010","Czechia","Total","Median equivalised net income","National currency","186,588",""
"2010","Czechia","Total","Median equivalised net income","Purchasing power standard (PPS)","9,660",""
"2010","Denmark","Total","Median equivalised net income","Euro","25,672",""
"2010","Denmark","Total","Median equivalised net income","National currency","191,158",""
"2010","Denmark","Total","Median equivalised net income","Purchasing power standard (PPS)","17,952",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Euro","18,795",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","National currency","18,795",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Purchasing power standard (PPS)","17,572",""
