"TIME","GEO","SEX","AGE","UNIT","ISCED11","Value","Flag and Footnotes"
"2014","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","75.4","b"
"2014","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.7","b"
"2014","Serbia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","17.7","b"
"2014","Turkey","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","67.4","b"
"2014","Turkey","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","32.6","b"
"2014","Turkey","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","19.0","b"
"2014","Turkey","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","13.6","b"
"2015","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","27.9",""
"2015","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","72.1",""
"2015","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","47.0",""
"2015","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.2",""
"2015","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.9",""
"2015","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.1",""
"2015","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.4",""
"2015","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.7",""
"2015","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","29.0",""
"2015","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.0",""
"2015","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.0",""
"2015","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.0",""
"2015","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.3",""
"2015","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.7",""
"2015","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.8",""
"2015","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.9",""
"2015","Belgium","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.7",""
"2015","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.3",""
"2015","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.7",""
"2015","Belgium","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","32.7",""
"2015","Bulgaria","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","22.2",""
"2015","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.8",""
"2015","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.7",""
"2015","Bulgaria","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.1",""
"2015","Czechia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","12.4",""
"2015","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","87.6",""
"2015","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.8",""
"2015","Czechia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.8",""
"2015","Denmark","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","27.9",""
"2015","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","72.1",""
"2015","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.9",""
"2015","Denmark","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.2",""
"2015","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.8",""
"2015","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.2",""
"2015","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.4",""
"2015","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","23.8",""
"2015","Estonia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.3",""
"2015","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.7",""
"2015","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.5",""
"2015","Estonia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","33.3",""
"2015","Ireland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.5",""
"2015","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.5",""
"2015","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.5",""
"2015","Ireland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","39.0",""
"2015","Greece","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.5",""
"2015","Greece","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","68.5",""
"2015","Greece","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.0",""
"2015","Greece","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.4",""
"2015","Spain","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","43.5",""
"2015","Spain","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","56.5",""
"2015","Spain","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","24.4",""
"2015","Spain","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","32.1",""
"2015","France","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.0",""
"2015","France","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","74.0",""
"2015","France","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.6",""
"2015","France","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.4",""
"2015","Croatia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","20.4",""
"2015","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","79.6",""
"2015","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.9",""
"2015","Croatia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.7",""
"2015","Italy","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.9",""
"2015","Italy","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","58.1",""
"2015","Italy","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.7",""
"2015","Italy","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","15.5",""
"2015","Cyprus","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","25.5",""
"2015","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","74.5",""
"2015","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.1",""
"2015","Cyprus","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","36.4",""
"2015","Latvia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","15.6",""
"2015","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","84.4",""
"2015","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.3",""
"2015","Latvia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.1",""
"2015","Lithuania","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","13.8",""
"2015","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","86.2",""
"2015","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.0",""
"2015","Lithuania","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","33.2",""
"2015","Luxembourg","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.3","b"
"2015","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.7","b"
"2015","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","34.5","b"
"2015","Luxembourg","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","35.2","b"
"2015","Hungary","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.9",""
"2015","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.1",""
"2015","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.2",""
"2015","Hungary","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.9",""
"2015","Malta","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","50.4",""
"2015","Malta","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","49.6",""
"2015","Malta","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","29.7",""
"2015","Malta","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.9",""
"2015","Netherlands","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.4",""
"2015","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.6",""
"2015","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.1",""
"2015","Netherlands","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.5",""
"2015","Austria","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.6",""
"2015","Austria","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.4",""
"2015","Austria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.3",""
"2015","Austria","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.1",""
"2015","Poland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","15.2",""
"2015","Poland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","84.8",""
"2015","Poland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.3",""
"2015","Poland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.4",""
"2015","Portugal","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","54.4",""
"2015","Portugal","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","45.6",""
"2015","Portugal","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","24.9",""
"2015","Portugal","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.7",""
"2015","Romania","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","29.4",""
"2015","Romania","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","70.6",""
"2015","Romania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.6",""
"2015","Romania","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","15.0",""
"2015","Slovenia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.4",""
"2015","Slovenia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.6",""
"2015","Slovenia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.9",""
"2015","Slovenia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.6",""
"2015","Slovakia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","14.6",""
"2015","Slovakia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","85.4",""
"2015","Slovakia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.5",""
"2015","Slovakia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.9",""
"2015","Finland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.2",""
"2015","Finland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.8",""
"2015","Finland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","45.3",""
"2015","Finland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","35.5",""
"2015","Sweden","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.6",""
"2015","Sweden","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.4",""
"2015","Sweden","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","44.4",""
"2015","Sweden","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","34.0",""
"2015","United Kingdom","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","20.3",""
"2015","United Kingdom","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","79.7",""
"2015","United Kingdom","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.1",""
"2015","United Kingdom","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","37.6",""
"2015","Iceland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.5",""
"2015","Iceland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.5",""
"2015","Iceland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","35.8",""
"2015","Iceland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","31.7",""
"2015","Norway","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","24.3",""
"2015","Norway","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","75.7",""
"2015","Norway","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.9",""
"2015","Norway","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","36.7",""
"2015","Switzerland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","18.5",""
"2015","Switzerland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","81.5",""
"2015","Switzerland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","47.3",""
"2015","Switzerland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","34.2",""
"2015","Montenegro","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.5",""
"2015","Montenegro","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.5",""
"2015","Montenegro","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.5",""
"2015","Montenegro","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.0",""
"2015","North Macedonia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","35.3",""
"2015","North Macedonia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","64.7",""
"2015","North Macedonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.5",""
"2015","North Macedonia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.2",""
"2015","Serbia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.6",""
"2015","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.4",""
"2015","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.6",""
"2015","Serbia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.7",""
"2015","Turkey","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","66.0",""
"2015","Turkey","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","34.0",""
"2015","Turkey","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","19.3",""
"2015","Turkey","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","14.8",""
"2016","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","27.4",""
"2016","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","72.6",""
"2016","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.9",""
"2016","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.7",""
"2016","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.5",""
"2016","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.5",""
"2016","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.2",""
"2016","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.3",""
"2016","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.6",""
"2016","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.4",""
"2016","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.8",""
"2016","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.6",""
"2016","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","29.8",""
"2016","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","70.2",""
"2016","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.7",""
"2016","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.5",""
"2016","Belgium","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.2",""
"2016","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.8",""
"2016","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.6",""
"2016","Belgium","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","33.2",""
"2016","Bulgaria","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.9",""
"2016","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.1",""
"2016","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.7",""
"2016","Bulgaria","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.4",""
"2016","Czechia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","12.4",""
"2016","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","87.6",""
"2016","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.1",""
"2016","Czechia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.6",""
"2016","Denmark","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","27.3","b"
"2016","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","72.7","b"
"2016","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.7","b"
"2016","Denmark","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.9","b"
"2016","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.8",""
"2016","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.2",""
"2016","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.7",""
"2016","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.4",""
"2016","Estonia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","16.7",""
"2016","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","83.3",""
"2016","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.3",""
"2016","Estonia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","34.1",""
"2016","Ireland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.0",""
"2016","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.0",""
"2016","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.6",""
"2016","Ireland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","39.5",""
"2016","Greece","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.0",""
"2016","Greece","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","70.0",""
"2016","Greece","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.5",""
"2016","Greece","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.4",""
"2016","Spain","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.6",""
"2016","Spain","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","57.4",""
"2016","Spain","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","24.7",""
"2016","Spain","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","32.7",""
"2016","France","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","25.5",""
"2016","France","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","74.5",""
"2016","France","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.6",""
"2016","France","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.9",""
"2016","Croatia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","20.6",""
"2016","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","79.4",""
"2016","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.4",""
"2016","Croatia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.0",""
"2016","Italy","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.6",""
"2016","Italy","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","58.4",""
"2016","Italy","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.7",""
"2016","Italy","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","15.7",""
"2016","Cyprus","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","24.0",""
"2016","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.0",""
