"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2009Q3","Romania","Females","From 15 to 64 years","Total","Percentage","57.1",""
"2009Q3","Slovenia","Total","From 15 to 64 years","Total","Percentage","73.0",""
"2009Q3","Slovenia","Males","From 15 to 64 years","Total","Percentage","76.8",""
"2009Q3","Slovenia","Females","From 15 to 64 years","Total","Percentage","68.9",""
"2009Q3","Slovakia","Total","From 15 to 64 years","Total","Percentage","68.8",""
"2009Q3","Slovakia","Males","From 15 to 64 years","Total","Percentage","76.6",""
"2009Q3","Slovakia","Females","From 15 to 64 years","Total","Percentage","60.9",""
"2009Q3","Finland","Total","From 15 to 64 years","Total","Percentage","75.0",""
"2009Q3","Finland","Males","From 15 to 64 years","Total","Percentage","76.5",""
"2009Q3","Finland","Females","From 15 to 64 years","Total","Percentage","73.5",""
"2009Q3","Sweden","Total","From 15 to 64 years","Total","Percentage","79.4",""
"2009Q3","Sweden","Males","From 15 to 64 years","Total","Percentage","82.0",""
"2009Q3","Sweden","Females","From 15 to 64 years","Total","Percentage","76.8",""
"2009Q3","United Kingdom","Total","From 15 to 64 years","Total","Percentage","75.9",""
"2009Q3","United Kingdom","Males","From 15 to 64 years","Total","Percentage","82.3",""
"2009Q3","United Kingdom","Females","From 15 to 64 years","Total","Percentage","69.7",""
"2009Q3","Iceland","Total","From 15 to 64 years","Total","Percentage","85.7",""
"2009Q3","Iceland","Males","From 15 to 64 years","Total","Percentage","88.7",""
"2009Q3","Iceland","Females","From 15 to 64 years","Total","Percentage","82.5",""
"2009Q3","Norway","Total","From 15 to 64 years","Total","Percentage","78.8",""
"2009Q3","Norway","Males","From 15 to 64 years","Total","Percentage","81.1",""
"2009Q3","Norway","Females","From 15 to 64 years","Total","Percentage","76.3",""
"2009Q3","Switzerland","Total","From 15 to 64 years","Total","Percentage",":",""
"2009Q3","Switzerland","Males","From 15 to 64 years","Total","Percentage",":",""
"2009Q3","Switzerland","Females","From 15 to 64 years","Total","Percentage",":",""
"2009Q3","Montenegro","Total","From 15 to 64 years","Total","Percentage",":",""
"2009Q3","Montenegro","Males","From 15 to 64 years","Total","Percentage",":",""
"2009Q3","Montenegro","Females","From 15 to 64 years","Total","Percentage",":",""
"2009Q3","North Macedonia","Total","From 15 to 64 years","Total","Percentage","64.8",""
"2009Q3","North Macedonia","Males","From 15 to 64 years","Total","Percentage","78.4",""
"2009Q3","North Macedonia","Females","From 15 to 64 years","Total","Percentage","50.8",""
"2009Q3","Serbia","Total","From 15 to 64 years","Total","Percentage",":",""
"2009Q3","Serbia","Males","From 15 to 64 years","Total","Percentage",":",""
"2009Q3","Serbia","Females","From 15 to 64 years","Total","Percentage",":",""
"2009Q3","Turkey","Total","From 15 to 64 years","Total","Percentage","52.4",""
"2009Q3","Turkey","Males","From 15 to 64 years","Total","Percentage","75.7",""
"2009Q3","Turkey","Females","From 15 to 64 years","Total","Percentage","29.4",""
"2009Q4","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","70.1",""
"2009Q4","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","76.8",""
"2009Q4","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","63.4",""
"2009Q4","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","70.7",""
"2009Q4","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","77.4",""
"2009Q4","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","64.1",""
"2009Q4","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","72.2",""
"2009Q4","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","78.8",""
"2009Q4","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","65.6",""
"2009Q4","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","71.3",""
"2009Q4","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2009Q4","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","64.5",""
"2009Q4","Belgium","Total","From 15 to 64 years","Total","Percentage","67.3",""
"2009Q4","Belgium","Males","From 15 to 64 years","Total","Percentage","73.3",""
"2009Q4","Belgium","Females","From 15 to 64 years","Total","Percentage","61.1",""
"2009Q4","Bulgaria","Total","From 15 to 64 years","Total","Percentage","66.5",""
"2009Q4","Bulgaria","Males","From 15 to 64 years","Total","Percentage","71.4",""
"2009Q4","Bulgaria","Females","From 15 to 64 years","Total","Percentage","61.7",""
"2009Q4","Czechia","Total","From 15 to 64 years","Total","Percentage","70.4",""
"2009Q4","Czechia","Males","From 15 to 64 years","Total","Percentage","78.8",""
"2009Q4","Czechia","Females","From 15 to 64 years","Total","Percentage","61.8",""
"2009Q4","Denmark","Total","From 15 to 64 years","Total","Percentage","77.4",""
"2009Q4","Denmark","Males","From 15 to 64 years","Total","Percentage","80.9",""
"2009Q4","Denmark","Females","From 15 to 64 years","Total","Percentage","73.7",""
"2009Q4","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","76.7",""
"2009Q4","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","82.3",""
"2009Q4","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","71.1",""
"2009Q4","Estonia","Total","From 15 to 64 years","Total","Percentage","73.5",""
"2009Q4","Estonia","Males","From 15 to 64 years","Total","Percentage","76.8",""
"2009Q4","Estonia","Females","From 15 to 64 years","Total","Percentage","70.4",""
"2009Q4","Ireland","Total","From 15 to 64 years","Total","Percentage","72.0",""
"2009Q4","Ireland","Males","From 15 to 64 years","Total","Percentage","79.4",""
"2009Q4","Ireland","Females","From 15 to 64 years","Total","Percentage","64.6",""
"2009Q4","Greece","Total","From 15 to 64 years","Total","Percentage","67.5",""
"2009Q4","Greece","Males","From 15 to 64 years","Total","Percentage","78.4",""
"2009Q4","Greece","Females","From 15 to 64 years","Total","Percentage","56.7",""
"2009Q4","Spain","Total","From 15 to 64 years","Total","Percentage","72.9",""
"2009Q4","Spain","Males","From 15 to 64 years","Total","Percentage","80.3",""
"2009Q4","Spain","Females","From 15 to 64 years","Total","Percentage","65.3",""
"2009Q4","France","Total","From 15 to 64 years","Total","Percentage","70.2",""
"2009Q4","France","Males","From 15 to 64 years","Total","Percentage","75.0",""
"2009Q4","France","Females","From 15 to 64 years","Total","Percentage","65.6",""
"2009Q4","Croatia","Total","From 15 to 64 years","Total","Percentage","65.5",""
"2009Q4","Croatia","Males","From 15 to 64 years","Total","Percentage","70.5",""
"2009Q4","Croatia","Females","From 15 to 64 years","Total","Percentage","60.5",""
"2009Q4","Italy","Total","From 15 to 64 years","Total","Percentage","62.4",""
"2009Q4","Italy","Males","From 15 to 64 years","Total","Percentage","73.5",""
"2009Q4","Italy","Females","From 15 to 64 years","Total","Percentage","51.4",""
"2009Q4","Cyprus","Total","From 15 to 64 years","Total","Percentage","73.6",""
"2009Q4","Cyprus","Males","From 15 to 64 years","Total","Percentage","81.1",""
"2009Q4","Cyprus","Females","From 15 to 64 years","Total","Percentage","66.7",""
"2009Q4","Latvia","Total","From 15 to 64 years","Total","Percentage","72.7",""
"2009Q4","Latvia","Males","From 15 to 64 years","Total","Percentage","75.0",""
"2009Q4","Latvia","Females","From 15 to 64 years","Total","Percentage","70.6",""
"2009Q4","Lithuania","Total","From 15 to 64 years","Total","Percentage","69.4",""
"2009Q4","Lithuania","Males","From 15 to 64 years","Total","Percentage","71.0",""
"2009Q4","Lithuania","Females","From 15 to 64 years","Total","Percentage","68.0",""
"2009Q4","Luxembourg","Total","From 15 to 64 years","Total","Percentage","68.5",""
"2009Q4","Luxembourg","Males","From 15 to 64 years","Total","Percentage","76.2",""
"2009Q4","Luxembourg","Females","From 15 to 64 years","Total","Percentage","60.5",""
"2009Q4","Hungary","Total","From 15 to 64 years","Total","Percentage","61.5",""
"2009Q4","Hungary","Males","From 15 to 64 years","Total","Percentage","67.8",""
"2009Q4","Hungary","Females","From 15 to 64 years","Total","Percentage","55.5",""
"2009Q4","Malta","Total","From 15 to 64 years","Total","Percentage","59.6",""
"2009Q4","Malta","Males","From 15 to 64 years","Total","Percentage","76.3",""
"2009Q4","Malta","Females","From 15 to 64 years","Total","Percentage","42.5",""
"2009Q4","Netherlands","Total","From 15 to 64 years","Total","Percentage","77.7",""
"2009Q4","Netherlands","Males","From 15 to 64 years","Total","Percentage","83.5",""
"2009Q4","Netherlands","Females","From 15 to 64 years","Total","Percentage","71.9",""
"2009Q4","Austria","Total","From 15 to 64 years","Total","Percentage","74.4",""
"2009Q4","Austria","Males","From 15 to 64 years","Total","Percentage","80.5",""
"2009Q4","Austria","Females","From 15 to 64 years","Total","Percentage","68.4",""
"2009Q4","Poland","Total","From 15 to 64 years","Total","Percentage","64.9",""
"2009Q4","Poland","Males","From 15 to 64 years","Total","Percentage","71.9",""
"2009Q4","Poland","Females","From 15 to 64 years","Total","Percentage","58.2",""
"2009Q4","Portugal","Total","From 15 to 64 years","Total","Percentage","73.3",""
"2009Q4","Portugal","Males","From 15 to 64 years","Total","Percentage","77.9",""
"2009Q4","Portugal","Females","From 15 to 64 years","Total","Percentage","69.0",""
"2009Q4","Romania","Total","From 15 to 64 years","Total","Percentage","62.3",""
"2009Q4","Romania","Males","From 15 to 64 years","Total","Percentage","69.9",""
"2009Q4","Romania","Females","From 15 to 64 years","Total","Percentage","54.7",""
"2009Q4","Slovenia","Total","From 15 to 64 years","Total","Percentage","72.2",""
"2009Q4","Slovenia","Males","From 15 to 64 years","Total","Percentage","76.1",""
"2009Q4","Slovenia","Females","From 15 to 64 years","Total","Percentage","68.0",""
"2009Q4","Slovakia","Total","From 15 to 64 years","Total","Percentage","68.7",""
"2009Q4","Slovakia","Males","From 15 to 64 years","Total","Percentage","76.5",""
"2009Q4","Slovakia","Females","From 15 to 64 years","Total","Percentage","61.0",""
"2009Q4","Finland","Total","From 15 to 64 years","Total","Percentage","73.4",""
"2009Q4","Finland","Males","From 15 to 64 years","Total","Percentage","74.5",""
"2009Q4","Finland","Females","From 15 to 64 years","Total","Percentage","72.2",""
"2009Q4","Sweden","Total","From 15 to 64 years","Total","Percentage","77.9",""
"2009Q4","Sweden","Males","From 15 to 64 years","Total","Percentage","80.6",""
"2009Q4","Sweden","Females","From 15 to 64 years","Total","Percentage","75.1",""
"2009Q4","United Kingdom","Total","From 15 to 64 years","Total","Percentage","75.5",""
"2009Q4","United Kingdom","Males","From 15 to 64 years","Total","Percentage","81.5",""
"2009Q4","United Kingdom","Females","From 15 to 64 years","Total","Percentage","69.6",""
"2009Q4","Iceland","Total","From 15 to 64 years","Total","Percentage","83.8",""
"2009Q4","Iceland","Males","From 15 to 64 years","Total","Percentage","86.1",""
"2009Q4","Iceland","Females","From 15 to 64 years","Total","Percentage","81.4",""
"2009Q4","Norway","Total","From 15 to 64 years","Total","Percentage","77.9",""
"2009Q4","Norway","Males","From 15 to 64 years","Total","Percentage","80.2",""
"2009Q4","Norway","Females","From 15 to 64 years","Total","Percentage","75.6",""
"2009Q4","Switzerland","Total","From 15 to 64 years","Total","Percentage",":",""
"2009Q4","Switzerland","Males","From 15 to 64 years","Total","Percentage",":",""
"2009Q4","Switzerland","Females","From 15 to 64 years","Total","Percentage",":",""
"2009Q4","Montenegro","Total","From 15 to 64 years","Total","Percentage",":",""
"2009Q4","Montenegro","Males","From 15 to 64 years","Total","Percentage",":",""
"2009Q4","Montenegro","Females","From 15 to 64 years","Total","Percentage",":",""
"2009Q4","North Macedonia","Total","From 15 to 64 years","Total","Percentage","63.4",""
"2009Q4","North Macedonia","Males","From 15 to 64 years","Total","Percentage","77.2",""
"2009Q4","North Macedonia","Females","From 15 to 64 years","Total","Percentage","49.2",""
"2009Q4","Serbia","Total","From 15 to 64 years","Total","Percentage",":",""
"2009Q4","Serbia","Males","From 15 to 64 years","Total","Percentage",":",""
"2009Q4","Serbia","Females","From 15 to 64 years","Total","Percentage",":",""
"2009Q4","Turkey","Total","From 15 to 64 years","Total","Percentage","51.1",""
"2009Q4","Turkey","Males","From 15 to 64 years","Total","Percentage","74.3",""
"2009Q4","Turkey","Females","From 15 to 64 years","Total","Percentage","28.2",""
"2010Q1","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","70.1",""
"2010Q1","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","76.8",""
"2010Q1","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","63.4",""
"2010Q1","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","70.7",""
"2010Q1","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","77.3",""
"2010Q1","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","64.1",""
"2010Q1","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","72.1",""
"2010Q1","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","78.7",""
"2010Q1","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","65.6",""
"2010Q1","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","71.2",""
"2010Q1","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2010Q1","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","64.5",""
"2010Q1","Belgium","Total","From 15 to 64 years","Total","Percentage","67.7",""
"2010Q1","Belgium","Males","From 15 to 64 years","Total","Percentage","73.0",""
"2010Q1","Belgium","Females","From 15 to 64 years","Total","Percentage","62.4",""
"2010Q1","Bulgaria","Total","From 15 to 64 years","Total","Percentage","65.7","b"
"2010Q1","Bulgaria","Males","From 15 to 64 years","Total","Percentage","70.3","b"
"2010Q1","Bulgaria","Females","From 15 to 64 years","Total","Percentage","61.0","b"
"2010Q1","Czechia","Total","From 15 to 64 years","Total","Percentage","69.8",""
"2010Q1","Czechia","Males","From 15 to 64 years","Total","Percentage","78.2",""
"2010Q1","Czechia","Females","From 15 to 64 years","Total","Percentage","61.2",""
"2010Q1","Denmark","Total","From 15 to 64 years","Total","Percentage","77.8",""
"2010Q1","Denmark","Males","From 15 to 64 years","Total","Percentage","81.5",""
"2010Q1","Denmark","Females","From 15 to 64 years","Total","Percentage","73.9",""
"2010Q1","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","76.5","b"
"2010Q1","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","82.4","b"
"2010Q1","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","70.7","b"
"2010Q1","Estonia","Total","From 15 to 64 years","Total","Percentage","74.1",""
"2010Q1","Estonia","Males","From 15 to 64 years","Total","Percentage","76.4",""
"2010Q1","Estonia","Females","From 15 to 64 years","Total","Percentage","71.8",""
"2010Q1","Ireland","Total","From 15 to 64 years","Total","Percentage","71.0",""
"2010Q1","Ireland","Males","From 15 to 64 years","Total","Percentage","78.3",""
"2010Q1","Ireland","Females","From 15 to 64 years","Total","Percentage","63.8",""
"2010Q1","Greece","Total","From 15 to 64 years","Total","Percentage","67.8",""
"2010Q1","Greece","Males","From 15 to 64 years","Total","Percentage","78.6",""
"2010Q1","Greece","Females","From 15 to 64 years","Total","Percentage","57.1",""
"2010Q1","Spain","Total","From 15 to 64 years","Total","Percentage","73.2",""
"2010Q1","Spain","Males","From 15 to 64 years","Total","Percentage","80.4",""
"2010Q1","Spain","Females","From 15 to 64 years","Total","Percentage","65.8",""
"2010Q1","France","Total","From 15 to 64 years","Total","Percentage","70.3",""
"2010Q1","France","Males","From 15 to 64 years","Total","Percentage","74.9",""
"2010Q1","France","Females","From 15 to 64 years","Total","Percentage","65.8",""
"2010Q1","Croatia","Total","From 15 to 64 years","Total","Percentage","65.3",""
"2010Q1","Croatia","Males","From 15 to 64 years","Total","Percentage","70.5",""
"2010Q1","Croatia","Females","From 15 to 64 years","Total","Percentage","60.2",""
"2010Q1","Italy","Total","From 15 to 64 years","Total","Percentage","62.2",""
"2010Q1","Italy","Males","From 15 to 64 years","Total","Percentage","73.4",""
"2010Q1","Italy","Females","From 15 to 64 years","Total","Percentage","51.1",""
"2010Q1","Cyprus","Total","From 15 to 64 years","Total","Percentage","73.6",""
"2010Q1","Cyprus","Males","From 15 to 64 years","Total","Percentage","80.0",""
"2010Q1","Cyprus","Females","From 15 to 64 years","Total","Percentage","67.7",""
"2010Q1","Latvia","Total","From 15 to 64 years","Total","Percentage","72.7",""
"2010Q1","Latvia","Males","From 15 to 64 years","Total","Percentage","75.1",""
"2010Q1","Latvia","Females","From 15 to 64 years","Total","Percentage","70.4",""
"2010Q1","Lithuania","Total","From 15 to 64 years","Total","Percentage","69.1",""
"2010Q1","Lithuania","Males","From 15 to 64 years","Total","Percentage","70.9",""
"2010Q1","Lithuania","Females","From 15 to 64 years","Total","Percentage","67.5",""
"2010Q1","Luxembourg","Total","From 15 to 64 years","Total","Percentage","68.2",""
"2010Q1","Luxembourg","Males","From 15 to 64 years","Total","Percentage","75.8",""
"2010Q1","Luxembourg","Females","From 15 to 64 years","Total","Percentage","60.4",""
"2010Q1","Hungary","Total","From 15 to 64 years","Total","Percentage","61.4",""
"2010Q1","Hungary","Males","From 15 to 64 years","Total","Percentage","67.2",""
"2010Q1","Hungary","Females","From 15 to 64 years","Total","Percentage","55.9",""
"2010Q1","Malta","Total","From 15 to 64 years","Total","Percentage","60.0",""
"2010Q1","Malta","Males","From 15 to 64 years","Total","Percentage","77.2",""
"2010Q1","Malta","Females","From 15 to 64 years","Total","Percentage","42.2",""
"2010Q1","Netherlands","Total","From 15 to 64 years","Total","Percentage","77.7",""
"2010Q1","Netherlands","Males","From 15 to 64 years","Total","Percentage","83.2",""
"2010Q1","Netherlands","Females","From 15 to 64 years","Total","Percentage","72.1",""
"2010Q1","Austria","Total","From 15 to 64 years","Total","Percentage","73.5",""
"2010Q1","Austria","Males","From 15 to 64 years","Total","Percentage","78.6",""
"2010Q1","Austria","Females","From 15 to 64 years","Total","Percentage","68.5",""
"2010Q1","Poland","Total","From 15 to 64 years","Total","Percentage","64.8","b"
"2010Q1","Poland","Males","From 15 to 64 years","Total","Percentage","71.6","b"
"2010Q1","Poland","Females","From 15 to 64 years","Total","Percentage","58.0","b"
"2010Q1","Portugal","Total","From 15 to 64 years","Total","Percentage","73.8",""
"2010Q1","Portugal","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2010Q1","Portugal","Females","From 15 to 64 years","Total","Percentage","69.7",""
"2010Q1","Romania","Total","From 15 to 64 years","Total","Percentage","63.5","b"
"2010Q1","Romania","Males","From 15 to 64 years","Total","Percentage","72.8","b"
"2010Q1","Romania","Females","From 15 to 64 years","Total","Percentage","54.3","b"
"2010Q1","Slovenia","Total","From 15 to 64 years","Total","Percentage","71.5",""
"2010Q1","Slovenia","Males","From 15 to 64 years","Total","Percentage","75.6",""
"2010Q1","Slovenia","Females","From 15 to 64 years","Total","Percentage","67.2",""
"2010Q1","Slovakia","Total","From 15 to 64 years","Total","Percentage","68.4",""
"2010Q1","Slovakia","Males","From 15 to 64 years","Total","Percentage","75.7",""
"2010Q1","Slovakia","Females","From 15 to 64 years","Total","Percentage","61.0",""
"2010Q1","Finland","Total","From 15 to 64 years","Total","Percentage","73.4",""
"2010Q1","Finland","Males","From 15 to 64 years","Total","Percentage","75.2",""
"2010Q1","Finland","Females","From 15 to 64 years","Total","Percentage","71.6",""
"2010Q1","Sweden","Total","From 15 to 64 years","Total","Percentage","77.9",""
"2010Q1","Sweden","Males","From 15 to 64 years","Total","Percentage","80.5",""
"2010Q1","Sweden","Females","From 15 to 64 years","Total","Percentage","75.2",""
"2010Q1","United Kingdom","Total","From 15 to 64 years","Total","Percentage","75.0",""
"2010Q1","United Kingdom","Males","From 15 to 64 years","Total","Percentage","80.9",""
"2010Q1","United Kingdom","Females","From 15 to 64 years","Total","Percentage","69.1",""
"2010Q1","Iceland","Total","From 15 to 64 years","Total","Percentage","83.4",""
"2010Q1","Iceland","Males","From 15 to 64 years","Total","Percentage","86.6",""
"2010Q1","Iceland","Females","From 15 to 64 years","Total","Percentage","80.0",""
"2010Q1","Norway","Total","From 15 to 64 years","Total","Percentage","77.9",""
"2010Q1","Norway","Males","From 15 to 64 years","Total","Percentage","80.2",""
"2010Q1","Norway","Females","From 15 to 64 years","Total","Percentage","75.5",""
"2010Q1","Switzerland","Total","From 15 to 64 years","Total","Percentage","81.1","b"
"2010Q1","Switzerland","Males","From 15 to 64 years","Total","Percentage","86.8","b"
"2010Q1","Switzerland","Females","From 15 to 64 years","Total","Percentage","75.3","b"
"2010Q1","Montenegro","Total","From 15 to 64 years","Total","Percentage",":",""
"2010Q1","Montenegro","Males","From 15 to 64 years","Total","Percentage",":",""
"2010Q1","Montenegro","Females","From 15 to 64 years","Total","Percentage",":",""
"2010Q1","North Macedonia","Total","From 15 to 64 years","Total","Percentage","63.6",""
"2010Q1","North Macedonia","Males","From 15 to 64 years","Total","Percentage","77.6",""
"2010Q1","North Macedonia","Females","From 15 to 64 years","Total","Percentage","49.2",""
"2010Q1","Serbia","Total","From 15 to 64 years","Total","Percentage",":",""
"2010Q1","Serbia","Males","From 15 to 64 years","Total","Percentage",":",""
"2010Q1","Serbia","Females","From 15 to 64 years","Total","Percentage",":",""
"2010Q1","Turkey","Total","From 15 to 64 years","Total","Percentage","50.5",""
"2010Q1","Turkey","Males","From 15 to 64 years","Total","Percentage","73.3",""
"2010Q1","Turkey","Females","From 15 to 64 years","Total","Percentage","27.9",""
"2010Q2","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","70.4",""
"2010Q2","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","77.2",""
"2010Q2","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","63.8",""
"2010Q2","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","71.0",""
"2010Q2","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","77.7",""
"2010Q2","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","64.4",""
"2010Q2","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","72.3",""
"2010Q2","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","78.9",""
"2010Q2","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","65.7",""
"2010Q2","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","71.3",""
"2010Q2","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2010Q2","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","64.6",""
"2010Q2","Belgium","Total","From 15 to 64 years","Total","Percentage","66.9",""
"2010Q2","Belgium","Males","From 15 to 64 years","Total","Percentage","73.3",""
"2010Q2","Belgium","Females","From 15 to 64 years","Total","Percentage","60.5",""
"2010Q2","Bulgaria","Total","From 15 to 64 years","Total","Percentage","67.0",""
"2010Q2","Bulgaria","Males","From 15 to 64 years","Total","Percentage","71.7",""
"2010Q2","Bulgaria","Females","From 15 to 64 years","Total","Percentage","62.3",""
"2010Q2","Czechia","Total","From 15 to 64 years","Total","Percentage","70.0",""
"2010Q2","Czechia","Males","From 15 to 64 years","Total","Percentage","78.4",""
"2010Q2","Czechia","Females","From 15 to 64 years","Total","Percentage","61.3",""
"2010Q2","Denmark","Total","From 15 to 64 years","Total","Percentage","78.3",""
"2010Q2","Denmark","Males","From 15 to 64 years","Total","Percentage","81.4",""
"2010Q2","Denmark","Females","From 15 to 64 years","Total","Percentage","75.2",""
"2010Q2","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","76.5",""
"2010Q2","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","82.3",""
"2010Q2","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","70.7",""
"2010Q2","Estonia","Total","From 15 to 64 years","Total","Percentage","73.7",""
"2010Q2","Estonia","Males","From 15 to 64 years","Total","Percentage","76.1",""
"2010Q2","Estonia","Females","From 15 to 64 years","Total","Percentage","71.5",""
"2010Q2","Ireland","Total","From 15 to 64 years","Total","Percentage","72.1",""
"2010Q2","Ireland","Males","From 15 to 64 years","Total","Percentage","79.2",""
"2010Q2","Ireland","Females","From 15 to 64 years","Total","Percentage","65.0",""
"2010Q2","Greece","Total","From 15 to 64 years","Total","Percentage","67.9",""
"2010Q2","Greece","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2010Q2","Greece","Females","From 15 to 64 years","Total","Percentage","57.6",""
"2010Q2","Spain","Total","From 15 to 64 years","Total","Percentage","73.6",""
"2010Q2","Spain","Males","From 15 to 64 years","Total","Percentage","80.9",""
"2010Q2","Spain","Females","From 15 to 64 years","Total","Percentage","66.1",""
"2010Q2","France","Total","From 15 to 64 years","Total","Percentage","70.2",""
"2010Q2","France","Males","From 15 to 64 years","Total","Percentage","74.8",""
"2010Q2","France","Females","From 15 to 64 years","Total","Percentage","65.8",""
"2010Q2","Croatia","Total","From 15 to 64 years","Total","Percentage","64.7",""
"2010Q2","Croatia","Males","From 15 to 64 years","Total","Percentage","70.8",""
"2010Q2","Croatia","Females","From 15 to 64 years","Total","Percentage","58.7",""
"2010Q2","Italy","Total","From 15 to 64 years","Total","Percentage","62.3",""
"2010Q2","Italy","Males","From 15 to 64 years","Total","Percentage","73.4",""
"2010Q2","Italy","Females","From 15 to 64 years","Total","Percentage","51.4",""
"2010Q2","Cyprus","Total","From 15 to 64 years","Total","Percentage","73.9",""
"2010Q2","Cyprus","Males","From 15 to 64 years","Total","Percentage","80.4",""
"2010Q2","Cyprus","Females","From 15 to 64 years","Total","Percentage","67.9",""
"2010Q2","Latvia","Total","From 15 to 64 years","Total","Percentage","73.0",""
"2010Q2","Latvia","Males","From 15 to 64 years","Total","Percentage","75.1",""
"2010Q2","Latvia","Females","From 15 to 64 years","Total","Percentage","71.0",""
"2010Q2","Lithuania","Total","From 15 to 64 years","Total","Percentage","69.5",""
"2010Q2","Lithuania","Males","From 15 to 64 years","Total","Percentage","71.4",""
"2010Q2","Lithuania","Females","From 15 to 64 years","Total","Percentage","67.7",""
"2010Q2","Luxembourg","Total","From 15 to 64 years","Total","Percentage","67.4",""
"2010Q2","Luxembourg","Males","From 15 to 64 years","Total","Percentage","75.4",""
"2010Q2","Luxembourg","Females","From 15 to 64 years","Total","Percentage","59.3",""
"2010Q2","Hungary","Total","From 15 to 64 years","Total","Percentage","61.9",""
"2010Q2","Hungary","Males","From 15 to 64 years","Total","Percentage","67.8",""
"2010Q2","Hungary","Females","From 15 to 64 years","Total","Percentage","56.1",""
"2010Q2","Malta","Total","From 15 to 64 years","Total","Percentage","60.6",""
"2010Q2","Malta","Males","From 15 to 64 years","Total","Percentage","79.1",""
"2010Q2","Malta","Females","From 15 to 64 years","Total","Percentage","41.5",""
"2010Q2","Netherlands","Total","From 15 to 64 years","Total","Percentage","77.9",""
"2010Q2","Netherlands","Males","From 15 to 64 years","Total","Percentage","83.4",""
"2010Q2","Netherlands","Females","From 15 to 64 years","Total","Percentage","72.2",""
"2010Q2","Austria","Total","From 15 to 64 years","Total","Percentage","74.2",""
"2010Q2","Austria","Males","From 15 to 64 years","Total","Percentage","80.0",""
"2010Q2","Austria","Females","From 15 to 64 years","Total","Percentage","68.5",""
