TIME,GEO,Meat,,,Value,
2014,Serbia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2014,Serbia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2014,Turkey,Bovine meat,Slaughterings,Thousand tonnes,:,
2014,Turkey,Bovine meat,Slaughterings,Thousand heads (animals),:,
2014,Turkey,Pigmeat,Slaughterings,Thousand tonnes,:,
2014,Turkey,Pigmeat,Slaughterings,Thousand heads (animals),:,
2014,Turkey,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2014,Turkey,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2014,Turkey,Poultry meat,Slaughterings,Thousand tonnes,1 943.35,
2014,Turkey,Poultry meat,Slaughterings,Thousand heads (animals),1 114 920.00,
2014,Turkey,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2014,Turkey,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2014,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand tonnes,:,
2014,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand heads (animals),:,
2014,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand tonnes,:,
2014,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand heads (animals),:,
2014,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2014,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2014,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand tonnes,:,
2014,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand heads (animals),:,
2014,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2014,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand tonnes,9.69,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand heads (animals),53.97,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand tonnes,:,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand heads (animals),:,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Poultry meat,Slaughterings,Thousand tonnes,:,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Poultry meat,Slaughterings,Thousand heads (animals),:,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,European Union - 27 countries (from 2020),Bovine meat,Slaughterings,Thousand tonnes,6 701.96,
2015,European Union - 27 countries (from 2020),Bovine meat,Slaughterings,Thousand heads (animals),23 077.34,
2015,European Union - 27 countries (from 2020),Pigmeat,Slaughterings,Thousand tonnes,22 213.74,
2015,European Union - 27 countries (from 2020),Pigmeat,Slaughterings,Thousand heads (animals),244 185.44,
2015,European Union - 27 countries (from 2020),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2015,European Union - 27 countries (from 2020),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2015,European Union - 27 countries (from 2020),Poultry meat,Slaughterings,Thousand tonnes,:,c
2015,European Union - 27 countries (from 2020),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2015,European Union - 27 countries (from 2020),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,European Union - 27 countries (from 2020),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,European Union - 28 countries (2013-2020),Bovine meat,Slaughterings,Thousand tonnes,7 585.17,
2015,European Union - 28 countries (2013-2020),Bovine meat,Slaughterings,Thousand heads (animals),25 716.90,
2015,European Union - 28 countries (2013-2020),Pigmeat,Slaughterings,Thousand tonnes,23 112.07,
2015,European Union - 28 countries (2013-2020),Pigmeat,Slaughterings,Thousand heads (animals),255 033.39,
2015,European Union - 28 countries (2013-2020),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2015,European Union - 28 countries (2013-2020),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2015,European Union - 28 countries (2013-2020),Poultry meat,Slaughterings,Thousand tonnes,:,c
2015,European Union - 28 countries (2013-2020),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2015,European Union - 28 countries (2013-2020),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,European Union - 28 countries (2013-2020),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,European Union - 27 countries (2007-2013),Bovine meat,Slaughterings,Thousand tonnes,7 542.91,
2015,European Union - 27 countries (2007-2013),Bovine meat,Slaughterings,Thousand heads (animals),25 534.50,
2015,European Union - 27 countries (2007-2013),Pigmeat,Slaughterings,Thousand tonnes,23 039.07,
2015,European Union - 27 countries (2007-2013),Pigmeat,Slaughterings,Thousand heads (animals),253 944.79,
2015,European Union - 27 countries (2007-2013),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2015,European Union - 27 countries (2007-2013),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2015,European Union - 27 countries (2007-2013),Poultry meat,Slaughterings,Thousand tonnes,:,c
2015,European Union - 27 countries (2007-2013),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2015,European Union - 27 countries (2007-2013),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,European Union - 27 countries (2007-2013),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,European Union - 25 countries (2004-2006),Bovine meat,Slaughterings,Thousand tonnes,7 493.15,
2015,European Union - 25 countries (2004-2006),Bovine meat,Slaughterings,Thousand heads (animals),25 301.13,
2015,European Union - 25 countries (2004-2006),Pigmeat,Slaughterings,Thousand tonnes,22 647.92,
2015,European Union - 25 countries (2004-2006),Pigmeat,Slaughterings,Thousand heads (animals),248 988.24,
2015,European Union - 25 countries (2004-2006),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2015,European Union - 25 countries (2004-2006),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2015,European Union - 25 countries (2004-2006),Poultry meat,Slaughterings,Thousand tonnes,:,c
2015,European Union - 25 countries (2004-2006),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2015,European Union - 25 countries (2004-2006),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,European Union - 25 countries (2004-2006),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,European Union - 15 countries (1995-2004),Bovine meat,Slaughterings,Thousand tonnes,6 807.61,
2015,European Union - 15 countries (1995-2004),Bovine meat,Slaughterings,Thousand heads (animals),22 827.58,
2015,European Union - 15 countries (1995-2004),Pigmeat,Slaughterings,Thousand tonnes,19 852.26,
2015,European Union - 15 countries (1995-2004),Pigmeat,Slaughterings,Thousand heads (animals),217 662.31,
2015,European Union - 15 countries (1995-2004),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2015,European Union - 15 countries (1995-2004),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2015,European Union - 15 countries (1995-2004),Poultry meat,Slaughterings,Thousand tonnes,:,c
2015,European Union - 15 countries (1995-2004),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2015,European Union - 15 countries (1995-2004),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,European Union - 15 countries (1995-2004),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Belgium,Bovine meat,Slaughterings,Thousand tonnes,267.88,
2015,Belgium,Bovine meat,Slaughterings,Thousand heads (animals),872.55,
2015,Belgium,Pigmeat,Slaughterings,Thousand tonnes,1 124.31,
2015,Belgium,Pigmeat,Slaughterings,Thousand heads (animals),11 886.69,
2015,Belgium,Meat of sheep and goats,Slaughterings,Thousand tonnes,2.72,
2015,Belgium,Meat of sheep and goats,Slaughterings,Thousand heads (animals),139.77,
,,,,,,
,,,,,,
2015,Belgium,Poultry meat,Slaughterings,Thousand tonnes,452.94,
2015,Belgium,Poultry meat,Slaughterings,Thousand heads (animals),303 953.68,
2015,Belgium,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Belgium,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Bulgaria,Bovine meat,Slaughterings,Thousand tonnes,5.29,
2015,Bulgaria,Bovine meat,Slaughterings,Thousand heads (animals),25.18,
2015,Bulgaria,Pigmeat,Slaughterings,Thousand tonnes,60.68,
2015,Bulgaria,Pigmeat,Slaughterings,Thousand heads (animals),919,
2015,Bulgaria,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2015,Bulgaria,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2015,Bulgaria,Poultry meat,Slaughterings,Thousand tonnes,101.25,
2015,Bulgaria,Poultry meat,Slaughterings,Thousand heads (animals),53 912.36,
2015,Bulgaria,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Bulgaria,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Czechia,Bovine meat,Slaughterings,Thousand tonnes,68.29,
2015,Czechia,Bovine meat,Slaughterings,Thousand heads (animals),231.2,
2015,Czechia,Pigmeat,Slaughterings,Thousand tonnes,227.74,
2015,Czechia,Pigmeat,Slaughterings,Thousand heads (animals),2 508.27,
2015,Czechia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.18,
2015,Czechia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),11.98,
,,,,,,
,,,,,,
2015,Czechia,Poultry meat,Slaughterings,Thousand tonnes,151.41,
2015,Czechia,Poultry meat,Slaughterings,Thousand heads (animals),113 556.24,e
2015,Czechia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Czechia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Denmark,Bovine meat,Slaughterings,Thousand tonnes,120.6,
2015,Denmark,Bovine meat,Slaughterings,Thousand heads (animals),460.7,
2015,Denmark,Pigmeat,Slaughterings,Thousand tonnes,1 598.70,
2015,Denmark,Pigmeat,Slaughterings,Thousand heads (animals),18 716.90,
2015,Denmark,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.8,
2015,Denmark,Meat of sheep and goats,Slaughterings,Thousand heads (animals),81,
,,,,,,
,,,,,,
2015,Denmark,Poultry meat,Slaughterings,Thousand tonnes,134.4,
2015,Denmark,Poultry meat,Slaughterings,Thousand heads (animals),95 746.70,
2015,Denmark,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Denmark,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,1 124.00,
2015,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),3 519.00,
2015,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,5 562.00,
2015,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),59 292.00,
2015,Germany (until 1990 former territory of the FRG),Meat of sheep and goats,Slaughterings,Thousand tonnes,21,
2015,Germany (until 1990 former territory of the FRG),Meat of sheep and goats,Slaughterings,Thousand heads (animals),1 026.00,
,,,,,,
,,,,,,
2015,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,1 511.00,
2015,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),709 430.00,
2015,Germany (until 1990 former territory of the FRG),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Germany (until 1990 former territory of the FRG),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Estonia,Bovine meat,Slaughterings,Thousand tonnes,9.62,
2015,Estonia,Bovine meat,Slaughterings,Thousand heads (animals),38.9,
2015,Estonia,Pigmeat,Slaughterings,Thousand tonnes,42.41,
2015,Estonia,Pigmeat,Slaughterings,Thousand heads (animals),533.05,
2015,Estonia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.09,
2015,Estonia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),4.71,
,,,,,,
,,,,,,
2015,Estonia,Poultry meat,Slaughterings,Thousand tonnes,:,c
2015,Estonia,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2015,Estonia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Estonia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Ireland,Bovine meat,Slaughterings,Thousand tonnes,564.14,
2015,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),1 664.87,
2015,Ireland,Pigmeat,Slaughterings,Thousand tonnes,276.4,
2015,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),3 226.01,
2015,Ireland,Meat of sheep and goats,Slaughterings,Thousand tonnes,58.36,
2015,Ireland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2 832.77,
,,,,,,
,,,,,,
2015,Ireland,Poultry meat,Slaughterings,Thousand tonnes,128.02,
2015,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),80 259.66,
2015,Ireland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Ireland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Greece,Bovine meat,Slaughterings,Thousand tonnes,41.92,
2015,Greece,Bovine meat,Slaughterings,Thousand heads (animals),174.75,
2015,Greece,Pigmeat,Slaughterings,Thousand tonnes,90,
2015,Greece,Pigmeat,Slaughterings,Thousand heads (animals),1 505.37,
2015,Greece,Meat of sheep and goats,Slaughterings,Thousand tonnes,76.83,
2015,Greece,Meat of sheep and goats,Slaughterings,Thousand heads (animals),7 108.79,
,,,,,,
,,,,,,
2015,Greece,Poultry meat,Slaughterings,Thousand tonnes,189.63,
2015,Greece,Poultry meat,Slaughterings,Thousand heads (animals),113 611.64,
2015,Greece,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Greece,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Spain,Bovine meat,Slaughterings,Thousand tonnes,626.1,
2015,Spain,Bovine meat,Slaughterings,Thousand heads (animals),2 333.90,
2015,Spain,Pigmeat,Slaughterings,Thousand tonnes,3 854.66,
2015,Spain,Pigmeat,Slaughterings,Thousand heads (animals),45 890.52,
2015,Spain,Meat of sheep and goats,Slaughterings,Thousand tonnes,124.98,
2015,Spain,Meat of sheep and goats,Slaughterings,Thousand heads (animals),11 170.44,
,,,,,,
,,,,,,
2015,Spain,Poultry meat,Slaughterings,Thousand tonnes,1 446.99,
2015,Spain,Poultry meat,Slaughterings,Thousand heads (animals),736 455.00,
2015,Spain,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Spain,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,France,Bovine meat,Slaughterings,Thousand tonnes,1 452.77,
2015,France,Bovine meat,Slaughterings,Thousand heads (animals),4 664.98,
2015,France,Pigmeat,Slaughterings,Thousand tonnes,2 162.87,p
2015,France,Pigmeat,Slaughterings,Thousand heads (animals),23 657.26,p
2015,France,Meat of sheep and goats,Slaughterings,Thousand tonnes,86.95,p
2015,France,Meat of sheep and goats,Slaughterings,Thousand heads (animals),4 910.00,p
,,,,,,
,,,,,,
2015,France,Poultry meat,Slaughterings,Thousand tonnes,1 719.00,p
2015,France,Poultry meat,Slaughterings,Thousand heads (animals),1 006 004.00,p
2015,France,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,France,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Croatia,Bovine meat,Slaughterings,Thousand tonnes,42.26,
2015,Croatia,Bovine meat,Slaughterings,Thousand heads (animals),182.4,
2015,Croatia,Pigmeat,Slaughterings,Thousand tonnes,73,
2015,Croatia,Pigmeat,Slaughterings,Thousand heads (animals),1 088.60,
2015,Croatia,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2015,Croatia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2015,Croatia,Poultry meat,Slaughterings,Thousand tonnes,63.4,e
2015,Croatia,Poultry meat,Slaughterings,Thousand heads (animals),37 969.90,e
2015,Croatia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Croatia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Italy,Bovine meat,Slaughterings,Thousand tonnes,788.28,
2015,Italy,Bovine meat,Slaughterings,Thousand heads (animals),2 711.67,
2015,Italy,Pigmeat,Slaughterings,Thousand tonnes,1 485.83,
2015,Italy,Pigmeat,Slaughterings,Thousand heads (animals),11 304.24,
2015,Italy,Meat of sheep and goats,Slaughterings,Thousand tonnes,35.44,
2015,Italy,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2 923.80,
,,,,,,
,,,,,,
2015,Italy,Poultry meat,Slaughterings,Thousand tonnes,1 294.96,
2015,Italy,Poultry meat,Slaughterings,Thousand heads (animals),584 178.00,
2015,Italy,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Italy,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Cyprus,Bovine meat,Slaughterings,Thousand tonnes,5.74,
2015,Cyprus,Bovine meat,Slaughterings,Thousand heads (animals),14.93,
2015,Cyprus,Pigmeat,Slaughterings,Thousand tonnes,43.59,
2015,Cyprus,Pigmeat,Slaughterings,Thousand heads (animals),579.34,
2015,Cyprus,Meat of sheep and goats,Slaughterings,Thousand tonnes,5.39,
2015,Cyprus,Meat of sheep and goats,Slaughterings,Thousand heads (animals),253.35,
,,,,,,
,,,,,,
2015,Cyprus,Poultry meat,Slaughterings,Thousand tonnes,23.88,
2015,Cyprus,Poultry meat,Slaughterings,Thousand heads (animals),11 794.21,
2015,Cyprus,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Cyprus,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Latvia,Bovine meat,Slaughterings,Thousand tonnes,17.36,
2015,Latvia,Bovine meat,Slaughterings,Thousand heads (animals),86.38,
2015,Latvia,Pigmeat,Slaughterings,Thousand tonnes,29.33,
2015,Latvia,Pigmeat,Slaughterings,Thousand heads (animals),369.4,
2015,Latvia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.27,p
2015,Latvia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),15.33,
,,,,,,
,,,,,,
2015,Latvia,Poultry meat,Slaughterings,Thousand tonnes,29.52,
2015,Latvia,Poultry meat,Slaughterings,Thousand heads (animals),17 515.70,
2015,Latvia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Latvia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Lithuania,Bovine meat,Slaughterings,Thousand tonnes,44.13,
2015,Lithuania,Bovine meat,Slaughterings,Thousand heads (animals),175.74,
2015,Lithuania,Pigmeat,Slaughterings,Thousand tonnes,66.17,
2015,Lithuania,Pigmeat,Slaughterings,Thousand heads (animals),837.22,
2015,Lithuania,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.12,
2015,Lithuania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),6.06,
,,,,,,
,,,,,,
2015,Lithuania,Poultry meat,Slaughterings,Thousand tonnes,95.79,
2015,Lithuania,Poultry meat,Slaughterings,Thousand heads (animals),50 084.38,
2015,Lithuania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Lithuania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Luxembourg,Bovine meat,Slaughterings,Thousand tonnes,9.08,
2015,Luxembourg,Bovine meat,Slaughterings,Thousand heads (animals),24.69,
2015,Luxembourg,Pigmeat,Slaughterings,Thousand tonnes,12.29,
2015,Luxembourg,Pigmeat,Slaughterings,Thousand heads (animals),157.87,
2015,Luxembourg,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.05,
2015,Luxembourg,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2.4,
,,,,,,
,,,,,,
2015,Luxembourg,Poultry meat,Slaughterings,Thousand tonnes,0,
2015,Luxembourg,Poultry meat,Slaughterings,Thousand heads (animals),0,
2015,Luxembourg,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Luxembourg,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Hungary,Bovine meat,Slaughterings,Thousand tonnes,26.39,
2015,Hungary,Bovine meat,Slaughterings,Thousand heads (animals),102.5,
2015,Hungary,Pigmeat,Slaughterings,Thousand tonnes,409.3,
2015,Hungary,Pigmeat,Slaughterings,Thousand heads (animals),4 458.50,
2015,Hungary,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.42,
2015,Hungary,Meat of sheep and goats,Slaughterings,Thousand heads (animals),26.35,
,,,,,,
,,,,,,
2015,Hungary,Poultry meat,Slaughterings,Thousand tonnes,478.71,
2015,Hungary,Poultry meat,Slaughterings,Thousand heads (animals),198 699.61,
2015,Hungary,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Hungary,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Malta,Bovine meat,Slaughterings,Thousand tonnes,1.03,
2015,Malta,Bovine meat,Slaughterings,Thousand heads (animals),3.76,
2015,Malta,Pigmeat,Slaughterings,Thousand tonnes,5.55,
2015,Malta,Pigmeat,Slaughterings,Thousand heads (animals),62.1,
2015,Malta,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.12,
2015,Malta,Meat of sheep and goats,Slaughterings,Thousand heads (animals),5.51,
,,,,,,
,,,,,,
2015,Malta,Poultry meat,Slaughterings,Thousand tonnes,3.91,
2015,Malta,Poultry meat,Slaughterings,Thousand heads (animals),2 250.99,
2015,Malta,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Malta,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Netherlands,Bovine meat,Slaughterings,Thousand tonnes,382.52,
2015,Netherlands,Bovine meat,Slaughterings,Thousand heads (animals),1 956.89,
2015,Netherlands,Pigmeat,Slaughterings,Thousand tonnes,1 456.22,
2015,Netherlands,Pigmeat,Slaughterings,Thousand heads (animals),15 485.07,
2015,Netherlands,Meat of sheep and goats,Slaughterings,Thousand tonnes,14.45,
2015,Netherlands,Meat of sheep and goats,Slaughterings,Thousand heads (animals),672.17,
,,,,,,
,,,,,,
2015,Netherlands,Poultry meat,Slaughterings,Thousand tonnes,:,c
2015,Netherlands,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2015,Netherlands,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Netherlands,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Austria,Bovine meat,Slaughterings,Thousand tonnes,228.75,
2015,Austria,Bovine meat,Slaughterings,Thousand heads (animals),695.17,
2015,Austria,Pigmeat,Slaughterings,Thousand tonnes,527.77,
2015,Austria,Pigmeat,Slaughterings,Thousand heads (animals),5 414.23,
2015,Austria,Meat of sheep and goats,Slaughterings,Thousand tonnes,7.77,
2015,Austria,Meat of sheep and goats,Slaughterings,Thousand heads (animals),361,
,,,,,,
,,,,,,
2015,Austria,Poultry meat,Slaughterings,Thousand tonnes,:,c
2015,Austria,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2015,Austria,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Austria,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Poland,Bovine meat,Slaughterings,Thousand tonnes,471.01,
2015,Poland,Bovine meat,Slaughterings,Thousand heads (animals),1 676.80,
2015,Poland,Pigmeat,Slaughterings,Thousand tonnes,1 906.11,
2015,Poland,Pigmeat,Slaughterings,Thousand heads (animals),21 242.97,
2015,Poland,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2015,Poland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2015,Poland,Poultry meat,Slaughterings,Thousand tonnes,2 011.04,
2015,Poland,Poultry meat,Slaughterings,Thousand heads (animals),990 971.82,
2015,Poland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Poland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Portugal,Bovine meat,Slaughterings,Thousand tonnes,88.62,
2015,Portugal,Bovine meat,Slaughterings,Thousand heads (animals),363.18,
2015,Portugal,Pigmeat,Slaughterings,Thousand tonnes,377.46,
2015,Portugal,Pigmeat,Slaughterings,Thousand heads (animals),5 637.95,
2015,Portugal,Meat of sheep and goats,Slaughterings,Thousand tonnes,11.28,
2015,Portugal,Meat of sheep and goats,Slaughterings,Thousand heads (animals),1 009.72,
,,,,,,
,,,,,,
2015,Portugal,Poultry meat,Slaughterings,Thousand tonnes,308.69,
2015,Portugal,Poultry meat,Slaughterings,Thousand heads (animals),208 588.23,
2015,Portugal,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Portugal,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Romania,Bovine meat,Slaughterings,Thousand tonnes,44.47,
2015,Romania,Bovine meat,Slaughterings,Thousand heads (animals),208.18,
2015,Romania,Pigmeat,Slaughterings,Thousand tonnes,330.47,
2015,Romania,Pigmeat,Slaughterings,Thousand heads (animals),4 037.55,
2015,Romania,Meat of sheep and goats,Slaughterings,Thousand tonnes,9.26,
2015,Romania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),726.02,
,,,,,,
,,,,,,
2015,Romania,Poultry meat,Slaughterings,Thousand tonnes,374.79,
2015,Romania,Poultry meat,Slaughterings,Thousand heads (animals),229 664.92,
2015,Romania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Romania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Slovenia,Bovine meat,Slaughterings,Thousand tonnes,33.58,p
2015,Slovenia,Bovine meat,Slaughterings,Thousand heads (animals),112.04,p
2015,Slovenia,Pigmeat,Slaughterings,Thousand tonnes,20.23,p
2015,Slovenia,Pigmeat,Slaughterings,Thousand heads (animals),238.29,p
2015,Slovenia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.12,p
2015,Slovenia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),9.68,p
,,,,,,
,,,,,,
2015,Slovenia,Poultry meat,Slaughterings,Thousand tonnes,58.76,p
2015,Slovenia,Poultry meat,Slaughterings,Thousand heads (animals),33 321.69,p
2015,Slovenia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Slovenia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Slovakia,Bovine meat,Slaughterings,Thousand tonnes,8.4,
2015,Slovakia,Bovine meat,Slaughterings,Thousand heads (animals),31.32,
2015,Slovakia,Pigmeat,Slaughterings,Thousand tonnes,45.24,
2015,Slovakia,Pigmeat,Slaughterings,Thousand heads (animals),496.79,
2015,Slovakia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.54,
2015,Slovakia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),80.39,
,,,,,,
,,,,,,
2015,Slovakia,Poultry meat,Slaughterings,Thousand tonnes,:,c
2015,Slovakia,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2015,Slovakia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Slovakia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Finland,Bovine meat,Slaughterings,Thousand tonnes,85.76,
2015,Finland,Bovine meat,Slaughterings,Thousand heads (animals),278.96,
